Date,Open,High,Low,Close,Volume
12-07-2020,90.95,91.62,90.29,90.97,26418920
12-04-2020,91.23,91.66,90.85,91.4,27563320
12-03-2020,91.2,92.36,91.13,91.34,24545960
12-02-2020,89.91,91.78,89.47,91.4,24440640
12-01-2020,88.72,91.24,88.47,89.91,34780900
11/30/2020,89.06,89.4,87.75,88.04,36476720
11/27/2020,88.65,90.2,88.62,89.66,17698320
11/25/2020,88.64,88.93,87.83,88.57,20922440
11/24/2020,86.53,88.58,86.38,88.44,31594060
11/23/2020,87.48,87.7,85.89,86.74,43239500
11/20/2020,88.26,88.7,87.09,87.11,46273100
11/19/2020,86.92,88.48,86.85,88.2,24998200
11/18/2020,88.26,88.67,87.31,87.34,23469320
11/17/2020,88.85,89.25,88.35,88.51,22942280
11/16/2020,88.59,89.95,88.38,89.07,24935700
11/13/2020,87.88,89.05,87.23,88.85,30011480
11-12-2020,87.38,88.41,87.28,87.49,24975080
11-11-2020,87.5,88.21,87.37,87.64,25279320
11-10-2020,86.55,88.15,85.87,87.02,52722840
11-09-2020,89.55,90.9,88,88.15,45365400
11-06-2020,87.7,88.62,87.02,88.09,33224500
11-05-2020,89.05,89.68,87.53,88.17,41316240
11-04-2020,85.51,88.57,85.3,87.46,71418540
11-03-2020,81.59,83.09,80.83,82.51,33233060
11-02-2020,81.41,83.04,80.8,81.3,50708920
10/30/2020,83.61,84.35,80.22,81.05,86617240
10/29/2020,76.12,79.69,76.11,78.36,40061280
10/28/2020,77.99,78.07,75.73,75.83,36679180
10/27/2020,79.78,80.34,79.14,80.21,24580040
10/26/2020,81.25,81.91,78.83,79.52,37065080
10/23/2020,81.3,82.12,81.03,82.05,27516880
10/22/2020,79.65,81.1,79.25,80.77,28680840
10/21/2020,78.67,80.94,78.58,79.67,51366900
10/20/2020,76.35,78.88,76.28,77.8,44851440
10/19/2020,79.02,79.41,76.4,76.73,32141500
10/16/2020,78.29,79.06,78.15,78.65,28702740
10/15/2020,77.36,78.76,77.25,77.96,30816340
10/14/2020,78.93,79.38,77.53,78.4,38619800
10/13/2020,79.19,79.5,78.16,78.58,32020860
10-12-2020,77.15,79.69,76.63,78.46,49651200
10-09-2020,74.74,75.83,74.47,75.76,28710840
10-08-2020,73.25,74.5,73.25,74.3,23756620
10-07-2020,73.21,73.45,71.8,73.01,34923120
10-06-2020,73.78,74.34,72.43,72.67,24908460
10-05-2020,73.31,74.41,73.21,74.3,22265140
10-02-2020,73.1,74.16,72.55,72.92,25681420
10-01-2020,74.21,74.95,73.96,74.5,35589940
09/30/2020,73.34,74.49,72.99,73.48,34032160
09/29/2020,73.52,73.83,72.94,73.47,19582040
09/28/2020,73.71,73.84,72.47,73.23,40158820
09/25/2020,71.63,72.5,70.67,72.25,26467500
09/24/2020,70.55,72.19,70.49,71.41,29004320
09/23/2020,72.94,73.05,70.39,70.76,33147000
09/22/2020,72.5,73.48,71.73,73.27,31664020
09/21/2020,72,72.42,70.33,71.56,57776540
09/18/2020,74.9,75.15,71.86,73,62077640
09/17/2020,74.8,75.41,73.5,74.78,37595020
09/16/2020,77.78,78.1,75.99,76.05,26245980
09/15/2020,76.8,77.98,76.59,77.07,26621640
09/14/2020,76.95,78.2,75.79,75.96,33931780
09-11-2020,76.8,78.76,74.87,76.04,31941740
09-10-2020,78.03,79.2,76.29,76.6,32371140
09-09-2020,77.88,78.45,76.8,77.85,35494080
09-08-2020,76.68,78.19,76.4,76.62,52217680
09-04-2020,81.21,82.26,77.38,79.55,52171360
09-03-2020,85.49,85.49,80.75,82.09,62155260
09-02-2020,83.69,86.66,83.32,86.41,50223600
09-01-2020,81.83,83.29,81.61,83.04,36533100
08/31/2020,82.39,82.4,81.52,81.71,36468120
08/28/2020,81.67,82.36,81.54,82.22,29995640
08/27/2020,82.68,82.75,81.29,81.72,37232040
08/26/2020,80.4,82.96,80.18,82.62,71621440
08/25/2020,79.1,80.58,79.1,80.41,42641680
08/24/2020,79.7,80.71,79.03,79.41,28204580
08/21/2020,78.85,79.89,78.4,79.02,28929060
08/20/2020,77.17,79.29,76.91,79.09,34137540
08/19/2020,77.67,78.68,77.2,77.38,33212220
08/18/2020,76.31,78.12,76.19,77.93,40541720
08/17/2020,75.73,76.28,75.4,75.9,27572000
08/14/2020,75.78,76.1,75.14,75.39,27104000
08/13/2020,75.52,76.86,75.4,75.92,29104160
08-12-2020,74.28,75.62,74.26,75.33,28753100
08-11-2020,74.62,75.5,73.9,74.02,29087300
08-10-2020,74.36,75.2,73.65,74.81,25790600
08-07-2020,75,75.84,74.08,74.72,31556520
08-06-2020,73.59,75.12,73.3,75.01,39907360
08-05-2020,73.47,74.12,73.17,73.68,39599140
08-04-2020,73.83,74.28,72.93,73.25,38069780
08-03-2020,74.33,74.52,73.28,73.72,46630280
07/31/2020,75.25,75.45,72.7,74.15,68580720
07/30/2020,74.85,76.89,74.61,76.57,33427920
07/29/2020,75.32,76.56,75.07,76.1,22130680
07/28/2020,76.26,76.32,74.88,75.02,34043480
07/27/2020,75.78,77.05,75.76,76.51,24919600
07/24/2020,74.95,75.88,74.42,75.59,30888080
07/23/2020,78.35,78.59,75.37,75.78,32552680
07/22/2020,78.03,78.5,77.31,78.42,18639700
07/21/2020,79.35,79.35,77.71,77.92,24372900
07/20/2020,75.76,78.51,75.18,78.29,31145040
07/17/2020,76.08,76.17,74.92,75.78,29140200
07/16/2020,75,75.93,74.32,75.9,30386900
07/15/2020,76.16,76.77,74.9,75.68,32213680
07/14/2020,74.52,76.15,74.18,76.03,31700320
07/13/2020,77.5,78.86,75.26,75.57,36928480
07-10-2020,75.31,77.19,74.83,77.09,37134080
07-09-2020,75.32,76.14,74.4,75.55,28466440
07-08-2020,74.72,75.29,74.28,74.8,24993160
07-07-2020,74.5,75.84,74.18,74.26,29163440
07-06-2020,74,75.33,73.64,74.79,31279940
07-02-2020,72.35,74.15,72.32,73.24,37189600
07-01-2020,70.56,72.15,70.49,71.9,35503340
06/30/2020,69.52,70.93,69.2,70.68,40847620
06/29/2020,67.91,69.78,67.35,69.75,36203600
06/26/2020,71.57,71.67,67.6,68,85353960
06/25/2020,71.5,72.15,71,72.07,24609480
06/24/2020,73.08,73.77,71.49,71.6,35120440
06/23/2020,72.78,73.8,72.26,73.22,28595280
06/22/2020,71.45,72.64,71.16,72.59,30848800
06/19/2020,72.2,72.39,71.07,71.59,63157500
06/18/2020,72.46,72.57,71.35,71.8,31638320
06/17/2020,72.36,73,71.57,72.56,30992300
06/16/2020,72.26,72.75,71.3,72.14,34232280
06/15/2020,69.54,71.24,69.4,70.99,30121920
06-12-2020,71.42,71.85,69.3,70.66,38927340
06-11-2020,72.12,72.72,70.1,70.19,39826640
06-10-2020,72.98,73.71,72.81,73.29,30503060
06-09-2020,72.27,73.4,72.16,72.81,28184980
06-08-2020,71.12,72.4,71.12,72.33,28083560
06-05-2020,70.66,72.25,70.3,71.92,34704880
06-04-2020,71.52,71.95,70.24,70.61,29685440
06-03-2020,71.92,72.33,71.49,71.82,25123720
06-02-2020,71.53,71.98,70.94,71.96,25562560
06-01-2020,70.92,71.9,70.9,71.59,24342800
05/29/2020,70.85,71.63,70.67,71.45,36761180
05/28/2020,69.84,72.04,69.8,70.84,33879520
05/27/2020,70.86,71.09,69.56,70.89,33722840
05/26/2020,71.86,72.05,70.61,70.85,41212860
05/22/2020,69.84,70.64,69.59,70.52,26188160
05/21/2020,70.4,70.77,69.67,70.14,27703880
05/20/2020,69.48,70.52,69.36,70.34,33107500
05/19/2020,69.35,69.6,68.67,68.67,25612980
05/18/2020,68.09,69.62,67.71,69.2,36479280
05/15/2020,67.5,68.72,66.95,68.66,34154940
05/14/2020,66.75,67.87,66.2,67.81,32061540
05/13/2020,68.85,69.27,66.42,67.47,36251700
05-12-2020,70.36,70.75,68.74,68.79,27812000
05-11-2020,68.91,70.83,68.86,70.16,28242320
05-08-2020,69.16,69.94,68.77,69.42,27761360
05-07-2020,68.3,68.88,67.76,68.63,27995180
05-06-2020,68.08,68.56,67.36,67.37,24308460
05-05-2020,66.9,68.7,66.87,67.56,33030660
05-04-2020,65.41,66.38,64.95,66.34,30080340
05-01-2020,66.43,67.6,65.55,66.03,41452780
04/30/2020,66.24,67.64,66.12,67.43,53378120
04/29/2020,67.07,68,66.27,67.07,75872480
04/28/2020,64.4,64.4,61.61,61.68,59026180
04/27/2020,64.8,64.81,63.45,63.79,32011260
04/24/2020,63.06,64.02,62.47,63.97,32807880
04/23/2020,63.58,64.67,63.28,63.82,31324060
04/22/2020,62.28,64.28,62.1,63.16,41862800
04/21/2020,62.35,62.71,60.49,60.82,43060060
04/20/2020,63.55,64.08,63.07,63.33,33909760
04/17/2020,64.24,64.72,63.56,64.16,38980840
04/16/2020,63.71,63.95,62.13,63.17,50361980
04/15/2020,62.28,64.02,62.02,63.12,33434060
04/14/2020,62.25,64.1,61.85,63.46,49407060
04/13/2020,60.46,61.03,59.38,60.88,34796560
04-09-2020,61.2,61.28,59.84,60.57,43508420
04-08-2020,60.33,60.95,59.41,60.51,39502700
04-07-2020,61.05,61.25,59.11,59.33,47746580
04-06-2020,56.9,59.73,56.55,59.35,52898000
04-03-2020,55.95,56.18,53.99,54.89,46268000
04-02-2020,54.91,56.34,54.82,56.04,39297620
04-01-2020,56.1,56.48,54.87,55.28,46883460
03/31/2020,57.37,58.77,56.91,58.14,49759660
03/30/2020,56.25,57.58,54.82,57.34,51481220
03/27/2020,56.28,57.53,55.3,55.54,64169900
03/26/2020,55.59,58.5,54.68,58.09,71475100
03/25/2020,56.32,57.45,54.3,55.12,81630560
03/24/2020,55.19,56.75,54.53,56.72,66889000
03/23/2020,53.07,53.57,50.68,52.83,80882740
03/20/2020,56.79,57.2,53.27,53.62,72035000
03/19/2020,54.65,57.9,53.01,55.76,73022120
03/18/2020,52.83,55.33,51.86,54.84,84668700
03/17/2020,54.66,56.54,52.8,55.99,77229780
03/16/2020,54.8,57.61,53.72,54.22,85047300
03/13/2020,58.95,60.99,55.86,60.99,74002500
03-12-2020,56.3,59.69,55.67,55.75,84534960
03-11-2020,62.49,63.05,59.8,60.77,52224580
03-10-2020,63,64.06,60.94,64.02,52227460
03-09-2020,60.27,62.74,60,60.78,67307300
03-06-2020,63.85,65.31,63.05,64.92,53212560
03-05-2020,67.51,67.95,65.26,65.95,51225760
03-04-2020,67.96,69.4,67.16,69.33,38266300
03-03-2020,69.97,70.51,66.6,67.07,48046520
03-02-2020,67.58,69.54,66.34,69.46,48629360
02/28/2020,63.88,67.06,63.55,66.97,75812360
02/27/2020,68.1,68.59,65.86,65.9,59566000
02/26/2020,69.81,70.79,68.95,69.66,44080740
02/25/2020,71.65,71.91,69.12,69.42,49565560
02/24/2020,71.31,71.85,70.57,71.08,57341060
02/21/2020,75.4,75.61,74.02,74.26,34645460
02/20/2020,76.1,76.48,75.34,75.91,21931040
02/19/2020,76.25,76.61,76.07,76.33,18985360
02/18/2020,75.75,76.58,75.63,75.98,22422800
02/14/2020,75.78,76.04,75.37,76.04,23956720
02/13/2020,75.63,76.36,75.23,75.73,18594600
02-12-2020,75.72,76.03,75.41,75.91,23351300
02-11-2020,75.59,76.48,75.28,75.44,26892660
02-10-2020,73.72,75.48,73.72,75.43,28397520
02-07-2020,73.37,74.29,73.32,73.96,23445400
02-06-2020,72.52,74.1,72.48,73.81,33587680
02-05-2020,73.12,73.19,71.53,72.41,39723140
02-04-2020,72.85,73.48,71.32,72.35,78659080
02-03-2020,73.1,74.5,72.95,74.3,61104320
01/31/2020,73.45,73.51,71.43,71.71,48344280
01/30/2020,72,72.86,71.82,72.79,26788420
01/29/2020,72.94,73.27,72.34,72.93,21573340
01/28/2020,72.15,72.8,71.62,72.63,31548440
01/27/2020,71.55,71.9,71.06,71.7,35104020
01/24/2020,74.68,74.77,73.26,73.34,35692880
01/23/2020,74.38,74.78,74.11,74.33,27027080
01/22/2020,74.55,75.16,74.25,74.3,32216920
01/21/2020,73.96,74.59,73.56,74.22,40735600
01/17/2020,73.15,74.06,72.91,74.02,47924300
01/16/2020,72.37,72.6,72.05,72.59,23473760
01/15/2020,71.51,72.07,71.51,71.96,25653700
01/14/2020,71.95,72.09,71.42,71.54,31209060
01/13/2020,71.81,72.03,71.3,71.96,33069640
01-10-2020,71.38,71.75,70.92,71.49,36431320
01-09-2020,71.03,71.37,70.51,70.99,30053280
01-08-2020,69.6,70.58,69.54,70.22,30583540
01-07-2020,69.9,70.15,69.52,69.67,30233860
01-06-2020,67.5,69.83,67.5,69.71,34662980
01-03-2020,67.39,68.63,67.28,68.03,23740120
01-02-2020,67.08,68.41,67.08,68.37,28134620
12/31/2021,145.54,146.37,144.68,144.68,17297700
12/30/2021,146.45,147.06,145.76,146,12977020
12/29/2021,146.43,147.18,145.5,146.5,17024720
12/28/2021,148.37,148.37,145.94,146.45,18635840
12/27/2021,147.46,148.43,147.25,148.06,13259320
12/23/2021,147.09,148.57,146.95,147.14,13818680
12/22/2021,144.1,147.3,143.96,146.95,18440480
12/21/2021,143.15,144.69,141.74,144.22,19551940
12/20/2021,140.68,142.61,140.25,142.4,20263520
12/17/2021,142.71,144.46,141.79,142.8,43404700
12/16/2021,148.08,148.55,144.09,144.84,27399740
12/15/2021,144.37,147.52,142.71,147.37,27280960
12/14/2021,144.77,145.44,142.24,144.97,24778800
12/13/2021,148.44,148.56,146.36,146.7,24103920
12-10-2021,149.1,149.4,147.36,148.68,21638460
12-09-2021,148.18,149.61,147.53,148.11,18580600
12-08-2021,148.33,149.16,147.2,148.72,18963940
12-07-2021,145.95,148.3,145.7,148.04,23258280
12-06-2021,143.57,144.35,140.65,143.8,22197700
12-03-2021,144.5,145.21,141.15,142.52,26687480
12-02-2021,141.82,144.68,140.98,143.78,21250700
12-01-2021,144.21,146.5,141.5,141.62,28545780
11/30/2021,145.45,146.63,142.07,142.45,41590520
11/29/2021,144.3,146.86,144.3,146.11,26276120
11/26/2021,145.02,145.3,142.49,142.81,16992120
11/24/2021,146.35,147,145.2,146.72,16464060
11/23/2021,147.11,147.69,144.89,146.76,18133140
11/22/2021,150.14,150.74,147.01,147.08,24627700
11/19/2021,151,151.85,149.89,149.95,19782960
11/18/2021,149.15,151.61,149,150.71,26682400
11/17/2021,149.23,149.63,148.56,149.06,15290820
11/16/2021,149.17,149.83,148.35,149.08,17254860
11/15/2021,150,150.48,148.65,149.39,16247340
11-12-2021,147.83,149.86,146.45,149.65,17047660
11-11-2021,147.11,148.5,146.69,146.75,12463100
11-10-2021,148.01,148.7,145.33,146.63,22708320
11-09-2021,149.75,150.38,147.51,149.25,16875560
11-08-2021,150,151.03,149.12,149.35,18388140
11-05-2021,149.35,150.57,148.65,149.24,20408140
11-04-2021,147.2,149.95,146.64,148.68,24700800
11-03-2021,146.28,146.91,145.05,146.79,17886600
11-02-2021,144.81,146.92,144.64,145.86,21150580
11-01-2021,148.17,148.4,143.58,143.77,32272100
10/29/2021,145.52,148.61,145.17,148.27,28954500
10/28/2021,147.3,147.42,144.76,146.13,32418060
10/27/2021,139.9,149.12,139.9,146.43,51850920
10/26/2021,140.61,140.84,139.01,139.67,28258740
10/25/2021,138.81,139.21,136.75,138.77,21081700
10/22/2021,140.35,141.56,137.17,138.63,30182640
10/21/2021,142.19,142.85,141.64,142.78,14849920
10/20/2021,144.22,144.25,141.91,142.42,17939500
10/19/2021,143.29,144.11,143.1,143.82,15315840
10/18/2021,141.21,143,141.21,142.96,16567200
10/15/2021,142.2,142.2,141.06,141.68,21253360
10/14/2021,139.95,141.65,139.34,141.41,21437560
10/13/2021,137.75,138.55,136.98,137.9,16393280
10-12-2021,139.64,139.7,136.25,136.71,22535020
10-11-2021,139.8,140.76,138.81,138.85,16584760
10-08-2021,139.91,140.32,139.43,140.06,18928420
10-07-2021,138.86,140.15,138.56,139.19,18250460
10-06-2021,134.63,137.85,134.49,137.35,19764320
10-05-2021,134,137.36,134,136.18,24126740
10-04-2021,135.7,135.7,131.17,133.77,31529900
10-01-2021,133.55,137.07,133.38,136.46,28387300
09/30/2021,134.33,135.59,133,133.27,35363980
09/29/2021,137.11,137.4,134.25,134.52,26337220
09/28/2021,139.09,139.61,135.7,136.18,42189660
09/27/2021,141.59,142.5,140.5,141.5,18844080
09/24/2021,140.95,142.9,140.85,142.63,14949340
09/23/2021,141.61,142.25,141.1,141.83,17276100
09/22/2021,140.05,141.58,139.47,140.94,22067800
09/21/2021,140.12,140.81,138.91,139.65,18129380
09/20/2021,139,139.36,137.05,139.02,34917720
09/17/2021,143.8,144.25,141.06,141.46,60039820
09/16/2021,145.12,145.2,143.42,144.37,20298840
09/15/2021,143.76,145.58,142.26,145.21,20653420
09/14/2021,144.16,144.73,142.91,143.41,18919140
09/13/2021,143.2,144.19,142.28,143.47,20175620
09-10-2021,145.44,146.02,141.74,141.92,32896620
09-09-2021,144.88,145.67,144.43,144.91,14798560
09-08-2021,145.39,145.55,144.2,144.88,15491660
09-07-2021,144.75,145.82,144.54,145.52,15172600
09-03-2021,144.15,145.38,143.51,144.78,19110480
09-02-2021,145.95,146.33,144.11,144.22,21855800
09-01-2021,145.65,146.82,145.61,145.84,15824680
08/31/2021,145.88,146.11,145,145.46,26756420
08/30/2021,144.7,146.49,144.6,145.47,16915900
08/27/2021,142.11,145.01,142.02,144.55,24568240
08/26/2021,142.62,143.13,142.09,142.12,14922000
08/25/2021,142.88,143.31,142.44,142.95,12843060
08/24/2021,141.54,143.01,141.35,142.4,15126260
08/23/2021,139,142.18,138.75,141.1,21089680
08/20/2021,137.08,138.61,136.47,138.44,15566740
08/19/2021,135.47,137.45,135.36,136.91,18295920
08/18/2021,137.12,138.29,136.42,136.57,14934460
08/17/2021,138.19,138.72,136.79,137.3,21274020
08/16/2021,138,138.99,136.17,138.92,18050840
08/13/2021,138.36,138.67,138.01,138.41,12580580
08-12-2021,137.71,138.42,136.78,138.39,14649400
08-11-2021,138.28,138.85,137.35,137.69,15209660
08-10-2021,138.08,138.55,137.23,138.1,16039080
08-09-2021,136.95,138.32,136.43,138,12379560
08-06-2021,136.3,137.08,136.05,137.04,13565020
08-05-2021,136.03,136.95,135.6,136.94,11871780
08-04-2021,136.25,136.54,135.42,136.03,16527140
08-03-2021,136,136.34,134.18,136.28,19064000
08-02-2021,135.48,136.02,134.67,135.99,20140040
07/30/2021,135.51,135.77,134.81,135.22,23954500
07/29/2021,136.38,137.15,136.14,136.54,19283340
07/28/2021,138.56,139.68,136.35,136.38,54688340
07/27/2021,140.01,140.01,135.1,136.8,42163060
07/26/2021,138.25,139.71,137.65,139.64,23052460
07/23/2021,135.26,138.81,134.7,137.82,26377740
07/22/2021,132.65,133.5,132.4,133.33,13608140
07/21/2021,130.79,132.62,130.6,132.6,14741640
07/20/2021,130,132,129.19,131.1,19083120
07/19/2021,131.16,131.25,128.54,129.25,25709320
07/16/2021,131.64,132.18,130.82,131.85,14861180
07/15/2021,132.5,132.6,130.6,131.27,16586320
07/14/2021,131.9,133,131.9,132.08,17918540
07/13/2021,130.88,132.04,130.64,130.99,16617960
07-12-2021,129.83,130.77,129.6,130.56,16950920
07-09-2021,128.94,129.85,128.94,129.57,15109320
07-08-2021,128.25,130.03,128.04,129.18,19779500
07-07-2021,130.34,130.64,129.76,130.08,16683720
07-06-2021,129.45,129.88,128.41,129.77,21350340
07-02-2021,126.84,128.85,126.77,128.72,21165120
07-01-2021,124.85,126.46,124.85,126.37,17124600
06/30/2021,125.65,125.8,124.76,125.32,24009560
06/29/2021,126.77,127,125.44,126.02,20949560
06/28/2021,127,127.34,125.97,126.82,28110860
06/25/2021,126.96,127.51,126.44,127,33485940
06/24/2021,127.05,127.54,126.96,127.28,18933240
06/23/2021,126.55,127.8,126.25,126.46,19693160
06/22/2021,126.45,127.27,126.03,127,20986200
06/21/2021,125.74,127.04,125.13,126.46,26256520
06/18/2021,125.71,126.39,124.6,125.57,53306200
06/17/2021,125.52,127.2,125.52,126.37,25755820
06/16/2021,126.25,126.52,124.15,125.7,26316760
06/15/2021,126.52,126.86,125.65,126.03,22182600
06/14/2021,125.67,126.41,125.05,126.35,22550440
06-11-2021,126.25,126.35,124.91,125.7,25246180
06-10-2021,124.7,126.16,124.7,126.08,31234660
06-09-2021,124.98,125.25,124.37,124.57,20126740
06-08-2021,124,124.72,123.41,124.14,25065060
06-07-2021,122.57,123.4,122.05,123.3,23849060
06-04-2021,121.13,122.69,120.89,122.59,25948680
06-03-2021,119.75,120.49,119.14,120.23,18345820
06-02-2021,121.77,122.1,120.21,121.06,17162100
06-01-2021,121.1,121.9,120.24,121.49,19165780
05/28/2021,121.1,121.41,120.38,120.58,24107640
05/27/2021,121.85,122,120.1,120.13,38962260
05/26/2021,120.64,122.15,120.63,121.68,21856380
05/25/2021,121,121.64,120.15,120.45,18838560
05/24/2021,118.35,120.92,118.01,120.33,21243780
05/21/2021,118.3,118.45,117.12,117.26,22832640
05/20/2021,116.4,118.02,116.05,117.8,23831860
05/19/2021,113.22,115.84,113.18,115.44,19350880
05/18/2021,116.85,117.16,115.16,115.17,17302380
05/17/2021,115.47,116.17,114.75,116.07,19835840
05/14/2021,114.59,116.06,114.17,115.81,26624960
05/13/2021,113.05,113.83,112.14,113.1,26670160
05-12-2021,113.09,114.27,111.5,111.95,34933280
05-11-2021,114.59,116.1,114.15,115.44,32110960
05-10-2021,118.74,118.9,116.74,117.08,26005420
05-07-2021,120,120.82,119.5,119.93,23277840
05-06-2021,117.53,119.14,117.12,119.07,20617180
05-05-2021,118.42,119.11,117.57,117.84,21805500
05-04-2021,118.49,118.96,115.59,117.71,35120300
05-03-2021,120.14,120.99,119.23,119.76,33787780
04/30/2021,120.22,121.36,120.11,120.51,39142600
04/29/2021,120.52,121.83,120.11,121.49,39553540
04/28/2021,120.36,122.62,118.74,119,59728780
04/27/2021,116.8,116.87,115.21,115.36,31971660
04/26/2021,116,117.06,115.69,116.34,20833000
04/23/2021,114.17,116.29,113.91,115.77,28703240
04/22/2021,114.66,115.19,112.82,113.4,21096160
04/21/2021,114.26,114.77,112.93,114.66,23934620
04/20/2021,115.39,115.48,113.59,114.68,21774980
04/19/2021,114.6,115.92,114.39,115.12,24688900
04/16/2021,115.15,115.32,114.22,114.89,22601800
04/15/2021,113.85,115.33,113.3,114.83,27472240
04/14/2021,113.76,113.9,112.46,112.74,20219340
04/13/2021,113.07,113.86,112.8,113.36,23316080
04-12-2021,113.31,113.77,111.92,112.74,31317020
04-09-2021,112.84,114.45,112.69,114.29,20887300
04-08-2021,113.9,114.2,112.88,113.27,27165180
04-07-2021,111.31,112.75,111.27,112.48,25797220
04-06-2021,111.13,111.88,110.74,111.24,27060720
04-05-2021,107.65,111.87,107.58,111.28,43297500
04-01-2021,104.9,107.15,104.84,106.89,33979560
03/31/2021,102.96,104.67,102.84,103.43,29198600
03/30/2021,102.88,103.54,102.2,102.78,20735480
03/29/2021,101.39,102.92,100.78,102.8,24595540
03/26/2021,101.94,102.55,100.7,101.78,29876000
03/25/2021,102.24,102.94,100.54,102.22,28378140
03/24/2021,103.27,103.91,102.08,102.25,23080580
03/23/2021,102.59,103.62,101.96,102.65,27339940
03/22/2021,102.09,102.9,101.3,101.93,39096320
03/19/2021,102.1,102.66,100.88,102.16,46297860
03/18/2021,103.05,103.78,101.68,101.81,27248600
03/17/2021,103.8,105.49,102.7,104.55,25980320
03/16/2021,103.95,106.18,103.5,104.63,29831280
03/15/2021,103.12,103.35,102.18,103.32,25966500
03-12-2021,104.25,104.51,102.38,103.1,34515880
03-11-2021,103.7,106.29,103.62,105.74,24781600
03-10-2021,103.59,103.75,101.67,102.75,25371840
03-09-2021,103.5,103.9,102.39,102.64,33946120
03-08-2021,105.06,106.44,101.08,101.21,32948580
03-05-2021,103.66,105.91,102.32,105.43,43904360
03-04-2021,101.17,104.46,101.01,102.45,42360120
03-03-2021,103.36,104.43,100.5,101.34,29683620
03-02-2021,103.81,105.22,103.56,103.79,22691900
03-01-2021,102.83,104.33,102.31,104.08,28102300
02/26/2021,102.53,103.55,100.8,101.84,41676020
02/25/2021,103.37,104.74,101.06,101.57,36568640
02/24/2021,102.09,105.04,101.91,104.76,24966980
02/23/2021,101.25,104.1,100.1,103.54,33347540
02/22/2021,103.35,104.57,103.11,103.24,27350660
02/19/2021,105.96,106.53,104.87,105.06,29152240
02/18/2021,105.52,106.64,105.19,105.86,22437100
02/17/2021,105,106.68,104.95,106.42,21418820
02/16/2021,105.22,107.63,105.22,106.1,22676760
02-12-2021,104.51,105.44,104.16,105.21,17117300
02-11-2021,104.98,105.1,103.87,104.79,18913000
02-10-2021,104.71,105.42,103.15,104.77,22709280
02-09-2021,103.93,105.26,103.93,104.18,17797000
02-08-2021,105.3,106.18,103.6,104.65,24848220
02-05-2021,103.5,105.13,102.97,104.9,30702700
02-04-2021,103.44,103.93,102.13,103.12,37046580
02-03-2021,103.65,105.83,100.92,103.5,82363400
02-02-2021,96.13,97.79,95.72,96.38,45474460
02-01-2021,92.68,96.12,92.55,95.07,32043640
01/29/2021,92.31,92.86,90.51,91.79,32251040
01/28/2021,92.2,94.94,92.13,93.16,35462760
01/27/2021,94.13,94.5,90.45,91.54,54965840
01/26/2021,94.44,96.25,94.21,95.86,26262780
01/25/2021,96.03,96.48,93.38,94.97,38546400
01/22/2021,94.78,95.55,94.09,95.05,25444640
01/21/2021,94.9,96.74,94.36,94.56,41278640
01/20/2021,91.57,95.19,91.28,94.35,49805160
01/19/2021,87.61,90.46,87.07,89.54,34692280
01/15/2021,86.91,87.8,86.08,86.81,26843400
01/14/2021,87.68,88.75,86.67,87.01,23589540
01/13/2021,86.93,88.25,86.9,87.72,21882620
01-12-2021,87.7,88.9,86.27,87.33,27153820
01-11-2021,89.3,89.72,88.03,88.34,24194700
01-08-2021,89.4,90.49,88.68,90.36,41020040
01-07-2021,87,89.42,86.85,89.36,45300440
01-06-2021,85.13,87.4,84.95,86.76,52042280
01-05-2021,86.25,87.38,85.9,87.05,22906940
01-04-2021,87.88,88.03,85.39,86.41,38037100
12/30/2022,87.37,88.83,87.03,88.73,19190301
12/29/2022,87.03,89.37,86.99,88.95,18280660
12/28/2022,87.5,88.52,86.37,86.46,17879570
12/27/2022,89.31,89.5,87.54,87.93,15470870
12/23/2022,87.62,90.1,87.62,89.81,17815010
12/22/2022,88.93,89.18,86.94,88.26,23656070
12/21/2022,89.73,90.92,88.91,90.25,20336391
12/20/2022,88.73,89.78,88.04,89.63,21976850
12/19/2022,90.88,91.2,88.93,89.15,23020539
12/16/2022,91.2,91.75,90.01,90.86,48485512
12/15/2022,93.54,94.03,90.43,91.2,28298760
12/14/2022,95.54,97.22,93.94,95.31,26452939
12/13/2022,98.07,99.8,95.38,95.85,34788520
12-12-2022,93.09,93.87,91.9,93.56,27380949
12-09-2022,93.9,94.49,93.02,93.07,21885311
12-08-2022,95.69,95.87,93.8,93.95,25593230
12-07-2022,96.77,97.31,95.03,95.15,26647881
12-06-2022,99.67,100.21,96.76,97.31,20877619
12-05-2022,99.82,101.75,99.36,99.87,19955551
12-02-2022,99.37,101.15,99.17,100.83,18821529
12-01-2022,101.4,102.59,100.67,101.28,21771539
11/30/2022,95.12,101.45,94.67,101.45,39888070
11/29/2022,96,96.39,94.39,95.44,20220010
11/28/2022,97.2,97.83,95.89,96.25,19981971
11/25/2022,98.47,98.94,97.53,97.6,8567819
11/23/2022,97.34,99.07,97.34,98.82,17568859
11/22/2022,96.16,97.55,94.41,97.33,18868850
11/21/2022,97.56,98.72,95.67,95.83,18696869
11/18/2022,99.01,99.16,96.74,97.8,24969881
11/17/2022,97.18,99.48,97.1,98.5,21818730
11/16/2022,98.02,99.85,97.9,98.99,24660199
11/15/2022,98.67,100.42,97.02,98.72,31830971
11/14/2022,95.5,97.18,95.11,96.03,24170080
